,trackid,recordingId
0,0,20
1,1,20
2,3,20
3,5,20
4,6,20
5,7,20
6,8,20
7,9,20
8,10,20
9,11,20
10,12,20
11,13,20
12,14,20
13,16,20
14,17,20
15,25,20
16,29,20
17,30,20
18,33,20
19,34,20
20,36,20
21,37,20
22,38,20
23,44,20
24,46,20
25,49,20
26,50,20
27,66,20
28,67,20
29,68,20
30,72,20
31,73,20
32,76,20
33,88,20
34,97,20
35,102,20
36,104,20
37,106,20
38,111,20
39,113,20
40,115,20
41,118,20
42,119,20
43,120,20
44,123,20
45,129,20
46,130,20
47,135,20
48,139,20
49,140,20
50,145,20
51,147,20
52,149,20
53,155,20
54,162,20
55,164,20
56,171,20
57,175,20
58,176,20
59,177,20
60,179,20
61,182,20
62,183,20
63,197,20
64,198,20
65,199,20
66,200,20
67,206,20
68,210,20
69,211,20
70,212,20
71,213,20
72,216,20
73,220,20
74,225,20
75,233,20
76,237,20
77,239,20
78,240,20
79,245,20
80,246,20
81,250,20
82,253,20
83,254,20
84,258,20
85,266,20
86,282,20
87,285,20
88,298,20
89,301,20
90,304,20
91,306,20
92,307,20
93,309,20
94,310,20
95,311,20
96,313,20
97,322,20
98,324,20
99,328,20
100,333,20
101,338,20
102,342,20
103,349,20
104,350,20
105,352,20
106,355,20
107,359,20
108,363,20
109,364,20
110,365,20
111,366,20
112,367,20
113,370,20
114,373,20
115,375,20
116,380,20
117,386,20
118,392,20
119,394,20
120,396,20
121,400,20
122,403,20
123,405,20
124,410,20
125,412,20
126,413,20
127,416,20
128,417,20
129,421,20
130,422,20
131,426,20
132,435,20
133,442,20
134,453,20
135,454,20
136,455,20
137,457,20
138,462,20
139,465,20
140,466,20
141,467,20
142,468,20
143,470,20
144,472,20
145,476,20
146,484,20
147,485,20
148,489,20
149,490,20
150,494,20
151,496,20
