,trackid,recordingId
0,0,26
1,2,26
2,4,26
3,11,26
4,12,26
5,13,26
6,14,26
7,15,26
8,16,26
9,17,26
10,18,26
11,19,26
12,20,26
13,21,26
14,22,26
15,23,26
16,24,26
17,25,26
18,26,26
19,28,26
20,29,26
21,30,26
22,31,26
23,36,26
24,42,26
25,46,26
26,47,26
27,49,26
28,53,26
29,54,26
30,56,26
31,59,26
32,60,26
33,62,26
34,65,26
35,66,26
36,67,26
37,69,26
38,71,26
39,75,26
40,77,26
41,80,26
42,81,26
43,82,26
44,84,26
45,88,26
46,92,26
47,95,26
48,99,26
49,102,26
50,104,26
51,106,26
52,111,26
53,117,26
54,121,26
55,124,26
56,126,26
57,128,26
58,131,26
59,132,26
60,134,26
61,135,26
62,139,26
63,142,26
64,147,26
65,152,26
66,154,26
67,165,26
68,166,26
69,170,26
70,173,26
71,174,26
72,179,26
73,181,26
74,182,26
75,188,26
76,198,26
77,203,26
78,207,26
79,208,26
80,210,26
81,215,26
82,217,26
83,219,26
84,220,26
85,221,26
86,224,26
87,232,26
88,235,26
89,238,26
90,239,26
91,242,26
92,252,26
93,263,26
94,271,26
95,275,26
96,276,26
97,277,26
98,278,26
99,280,26
100,282,26
101,284,26
102,287,26
103,296,26
104,299,26
105,313,26
106,314,26
107,317,26
108,324,26
109,328,26
110,329,26
111,332,26
112,333,26
113,339,26
114,342,26
115,343,26
116,345,26
117,349,26
118,356,26
119,360,26
120,367,26
121,371,26
122,374,26
123,375,26
124,377,26
125,380,26
126,386,26
127,388,26
128,389,26
129,390,26
130,391,26
131,394,26
132,395,26
133,400,26
134,405,26
135,406,26
136,407,26
137,409,26
138,412,26
139,414,26
140,416,26
141,420,26
142,422,26
143,431,26
144,442,26
145,444,26
146,445,26
147,453,26
148,454,26
149,455,26
150,456,26
151,457,26
152,459,26
153,460,26
154,462,26
155,463,26
156,469,26
157,471,26
158,474,26
159,487,26
160,494,26
161,497,26
162,500,26
163,503,26
164,504,26
165,516,26
166,517,26
167,519,26
168,521,26
169,523,26
170,526,26
171,528,26
172,529,26
173,532,26
174,533,26
175,544,26
