,trackid,recordingId
0,0,12
1,3,12
2,4,12
3,5,12
4,6,12
5,7,12
6,22,12
7,23,12
8,25,12
9,32,12
10,34,12
11,38,12
12,39,12
13,40,12
14,41,12
15,44,12
16,45,12
17,47,12
18,48,12
19,55,12
20,56,12
21,57,12
22,61,12
23,65,12
24,67,12
25,68,12
26,70,12
27,71,12
28,72,12
29,73,12
30,74,12
31,77,12
32,84,12
33,85,12
34,87,12
35,101,12
36,102,12
37,103,12
38,105,12
39,108,12
40,109,12
41,110,12
42,111,12
43,115,12
44,125,12
45,126,12
46,128,12
47,130,12
48,131,12
49,132,12
50,133,12
51,134,12
52,135,12
53,136,12
54,137,12
55,138,12
56,139,12
57,140,12
58,141,12
59,142,12
60,145,12
61,147,12
62,151,12
63,152,12
64,158,12
65,160,12
66,161,12
67,162,12
68,163,12
69,164,12
70,166,12
71,168,12
72,170,12
73,172,12
74,173,12
75,174,12
76,175,12
77,182,12
78,189,12
79,190,12
80,191,12
81,194,12
82,195,12
83,197,12
84,205,12
85,210,12
86,213,12
87,214,12
88,215,12
89,216,12
90,217,12
91,224,12
92,228,12
93,229,12
94,230,12
95,235,12
96,236,12
97,239,12
98,241,12
99,243,12
100,244,12
101,245,12
102,246,12
103,251,12
104,261,12
105,262,12
106,264,12
107,265,12
108,266,12
109,267,12
110,268,12
111,275,12
112,276,12
113,280,12
114,283,12
115,285,12
116,287,12
117,289,12
118,295,12
119,304,12
120,307,12
121,308,12
122,311,12
123,312,12
124,314,12
125,315,12
126,319,12
127,320,12
128,338,12
129,340,12
130,342,12
131,346,12
132,347,12
133,348,12
134,349,12
135,350,12
136,352,12
137,353,12
138,355,12
139,362,12
140,371,12
141,375,12
142,378,12
143,381,12
144,382,12
145,385,12
146,388,12
147,389,12
148,399,12
149,404,12
