,trackid,recordingId
0,0,10
1,3,10
2,4,10
3,5,10
4,6,10
5,7,10
6,10,10
7,11,10
8,14,10
9,15,10
10,16,10
11,22,10
12,25,10
13,26,10
14,27,10
15,29,10
16,31,10
17,34,10
18,42,10
19,43,10
20,44,10
21,45,10
22,49,10
23,53,10
24,57,10
25,58,10
26,59,10
27,62,10
28,63,10
29,64,10
30,65,10
31,66,10
32,67,10
33,70,10
34,74,10
35,75,10
36,76,10
37,80,10
38,83,10
39,85,10
40,87,10
41,89,10
42,92,10
43,93,10
44,104,10
45,106,10
46,108,10
47,109,10
48,112,10
49,116,10
50,120,10
51,121,10
52,126,10
53,130,10
54,132,10
55,133,10
56,134,10
57,159,10
58,160,10
59,161,10
60,163,10
61,164,10
62,173,10
63,181,10
64,190,10
65,192,10
66,194,10
67,196,10
68,199,10
69,200,10
70,201,10
71,221,10
72,224,10
73,225,10
74,228,10
75,229,10
76,230,10
77,232,10
78,233,10
79,237,10
80,238,10
81,242,10
82,252,10
