,trackid,recordingId
0,0,17
1,3,17
2,5,17
3,6,17
4,7,17
5,8,17
6,9,17
7,10,17
8,11,17
9,14,17
10,15,17
11,23,17
12,24,17
13,27,17
14,28,17
15,29,17
16,30,17
17,33,17
18,34,17
19,39,17
20,41,17
21,45,17
22,49,17
23,50,17
24,51,17
25,52,17
26,54,17
27,55,17
28,61,17
29,62,17
30,64,17
31,83,17
32,85,17
33,92,17
34,93,17
35,95,17
36,97,17
37,99,17
38,103,17
39,105,17
40,109,17
41,110,17
42,122,17
43,127,17
44,133,17
45,136,17
46,137,17
47,138,17
48,139,17
49,140,17
50,144,17
51,145,17
52,148,17
53,151,17
54,152,17
55,153,17
56,154,17
57,158,17
58,160,17
59,161,17
60,163,17
61,165,17
62,167,17
63,168,17
64,174,17
65,177,17
66,180,17
67,182,17
68,183,17
69,185,17
70,186,17
71,188,17
72,189,17
73,190,17
74,191,17
75,193,17
76,196,17
77,198,17
78,199,17
79,200,17
80,202,17
81,204,17
82,205,17
83,206,17
84,214,17
85,215,17
86,216,17
87,217,17
88,218,17
89,219,17
90,221,17
91,224,17
92,227,17
93,229,17
94,230,17
95,232,17
96,233,17
97,234,17
98,235,17
99,237,17
100,239,17
101,240,17
102,241,17
103,244,17
104,248,17
105,254,17
106,268,17
107,269,17
108,270,17
109,272,17
110,276,17
111,278,17
112,282,17
113,286,17
114,289,17
115,290,17
116,292,17
117,296,17
118,301,17
119,303,17
120,306,17
121,307,17
122,308,17
123,309,17
124,316,17
125,327,17
126,328,17
127,330,17
128,333,17
129,336,17
130,343,17
131,350,17
132,352,17
133,360,17
134,362,17
135,365,17
136,366,17
137,367,17
138,372,17
