,trackid,recordingId
0,1,30
1,2,30
2,3,30
3,4,30
4,5,30
5,6,30
6,7,30
7,17,30
8,20,30
9,34,30
10,37,30
11,39,30
12,41,30
13,66,30
14,70,30
15,73,30
16,75,30
17,76,30
18,84,30
19,90,30
20,140,30
21,147,30
22,150,30
23,154,30
24,155,30
25,156,30
26,158,30
27,159,30
28,160,30
29,163,30
30,190,30
31,220,30
32,254,30
33,262,30
34,266,30
35,273,30
36,283,30
37,284,30
38,286,30
39,287,30
40,289,30
41,291,30
42,302,30
43,336,30
44,338,30
45,341,30
46,342,30
47,343,30
48,344,30
49,380,30
50,384,30
51,387,30
52,394,30
53,396,30
