,trackid,recordingId
0,0,24
1,6,24
2,7,24
3,8,24
4,9,24
5,10,24
6,11,24
7,12,24
8,13,24
9,14,24
10,15,24
11,16,24
12,17,24
13,18,24
14,19,24
15,20,24
16,21,24
17,22,24
18,30,24
19,31,24
20,33,24
21,34,24
22,40,24
23,43,24
24,45,24
25,46,24
26,54,24
27,57,24
28,58,24
29,60,24
30,61,24
31,70,24
32,74,24
33,75,24
34,77,24
35,79,24
36,83,24
37,101,24
38,102,24
39,103,24
40,105,24
41,107,24
42,109,24
43,112,24
44,120,24
45,121,24
46,124,24
47,130,24
48,131,24
49,136,24
50,151,24
51,163,24
52,169,24
53,170,24
54,173,24
55,176,24
56,177,24
57,182,24
58,192,24
59,207,24
60,209,24
61,213,24
62,217,24
63,221,24
64,222,24
65,224,24
66,227,24
67,230,24
68,231,24
69,238,24
70,239,24
71,249,24
72,250,24
73,252,24
74,257,24
75,265,24
76,269,24
77,278,24
78,284,24
79,289,24
80,293,24
81,296,24
82,298,24
83,300,24
84,305,24
85,306,24
86,309,24
87,312,24
88,320,24
89,327,24
90,328,24
91,332,24
92,336,24
93,338,24
94,345,24
95,351,24
96,353,24
97,354,24
98,358,24
99,373,24
100,374,24
101,384,24
102,400,24
103,401,24
104,413,24
105,416,24
