,trackid,recordingId
0,3,13
1,4,13
2,5,13
3,7,13
4,12,13
5,14,13
6,17,13
7,21,13
8,25,13
9,26,13
10,27,13
11,30,13
12,31,13
13,32,13
14,38,13
15,39,13
16,40,13
17,41,13
18,42,13
19,44,13
20,51,13
21,53,13
22,54,13
23,55,13
24,57,13
25,66,13
26,68,13
27,69,13
28,71,13
29,73,13
30,74,13
31,76,13
32,82,13
33,86,13
34,90,13
35,91,13
36,92,13
37,93,13
38,94,13
39,95,13
40,102,13
41,103,13
42,104,13
43,105,13
44,106,13
45,107,13
46,110,13
47,111,13
48,113,13
49,115,13
50,116,13
51,117,13
52,118,13
53,120,13
54,122,13
55,125,13
56,128,13
57,132,13
58,135,13
59,137,13
60,143,13
61,145,13
62,147,13
63,152,13
64,153,13
65,156,13
66,158,13
67,159,13
68,161,13
69,162,13
70,164,13
71,166,13
72,167,13
73,171,13
74,172,13
75,181,13
76,185,13
77,186,13
78,189,13
79,191,13
80,192,13
81,193,13
82,195,13
83,197,13
84,198,13
85,200,13
86,204,13
87,206,13
88,207,13
89,208,13
90,217,13
91,218,13
92,220,13
93,221,13
94,223,13
95,224,13
96,225,13
97,229,13
98,233,13
99,242,13
100,243,13
101,247,13
102,248,13
103,251,13
104,253,13
105,255,13
106,256,13
107,261,13
108,264,13
109,265,13
110,268,13
111,272,13
112,274,13
113,276,13
114,286,13
115,290,13
116,291,13
117,297,13
118,299,13
119,301,13
120,303,13
121,306,13
122,308,13
123,311,13
124,312,13
125,315,13
126,316,13
127,323,13
128,324,13
129,326,13
130,330,13
131,332,13
132,333,13
133,334,13
134,339,13
135,341,13
136,345,13
137,346,13
138,353,13
