,trackid,recordingId
0,2,14
1,5,14
2,6,14
3,26,14
4,28,14
5,30,14
6,33,14
7,36,14
8,38,14
9,51,14
10,54,14
11,55,14
12,56,14
13,58,14
14,61,14
15,62,14
16,63,14
17,64,14
18,66,14
19,69,14
20,74,14
21,75,14
22,83,14
23,93,14
24,94,14
25,96,14
26,98,14
27,99,14
28,103,14
29,111,14
30,112,14
31,113,14
32,115,14
33,117,14
34,125,14
35,126,14
36,128,14
37,132,14
38,139,14
39,140,14
40,146,14
41,147,14
42,148,14
43,149,14
44,150,14
45,152,14
46,153,14
47,154,14
48,155,14
49,157,14
50,158,14
51,160,14
52,162,14
53,164,14
54,165,14
55,167,14
56,174,14
57,181,14
58,182,14
59,184,14
60,185,14
61,191,14
62,193,14
63,196,14
64,198,14
65,201,14
66,206,14
67,207,14
68,209,14
69,219,14
70,222,14
71,225,14
72,227,14
73,228,14
74,230,14
75,231,14
76,237,14
77,238,14
78,248,14
79,249,14
80,253,14
81,256,14
82,258,14
83,259,14
84,260,14
85,261,14
86,263,14
87,270,14
88,271,14
89,272,14
90,278,14
91,279,14
92,280,14
93,281,14
94,285,14
95,286,14
96,287,14
97,293,14
98,295,14
99,298,14
100,300,14
101,301,14
102,302,14
103,307,14
104,315,14
105,325,14
106,328,14
107,331,14
108,333,14
109,334,14
110,338,14
111,344,14
112,345,14
113,346,14
114,348,14
115,349,14
116,352,14
117,355,14
118,359,14
119,365,14
120,366,14
121,367,14
122,375,14
