,trackid,recordingId
0,5,18
1,6,18
2,7,18
3,8,18
4,9,18
5,10,18
6,11,18
7,12,18
8,13,18
9,14,18
10,15,18
11,16,18
12,17,18
13,18,18
14,19,18
15,25,18
16,28,18
17,33,18
18,36,18
19,39,18
20,50,18
21,56,18
22,58,18
23,62,18
24,73,18
25,76,18
26,89,18
27,91,18
28,92,18
29,94,18
30,95,18
31,96,18
32,104,18
33,111,18
34,113,18
35,117,18
36,123,18
37,140,18
38,142,18
39,151,18
40,153,18
41,159,18
42,164,18
43,167,18
44,172,18
45,177,18
46,187,18
47,188,18
48,192,18
49,195,18
50,208,18
51,223,18
52,227,18
53,232,18
54,234,18
55,238,18
56,240,18
57,244,18
58,246,18
59,251,18
60,257,18
61,264,18
62,268,18
63,270,18
64,274,18
65,284,18
66,287,18
67,290,18
68,291,18
69,292,18
70,294,18
71,296,18
72,297,18
73,305,18
74,309,18
75,310,18
76,316,18
77,318,18
78,320,18
79,323,18
80,324,18
81,336,18
82,354,18
83,355,18
84,357,18
85,359,18
86,361,18
87,362,18
88,366,18
89,367,18
90,368,18
91,372,18
92,373,18
93,374,18
94,376,18
95,394,18
96,395,18
97,398,18
98,400,18
99,402,18
100,405,18
101,406,18
102,407,18
103,414,18
104,415,18
105,416,18
106,417,18
107,418,18
108,419,18
109,424,18
