,trackid,recordingId
0,3,28
1,4,28
2,5,28
3,6,28
4,7,28
5,8,28
6,9,28
7,10,28
8,11,28
9,12,28
10,13,28
11,14,28
12,15,28
13,16,28
14,17,28
15,18,28
16,19,28
17,20,28
18,21,28
19,22,28
20,25,28
21,29,28
22,42,28
23,44,28
24,46,28
25,51,28
26,52,28
27,66,28
28,67,28
29,69,28
30,71,28
31,77,28
32,79,28
33,81,28
34,84,28
35,86,28
36,89,28
37,92,28
38,96,28
39,102,28
40,104,28
41,105,28
42,108,28
43,118,28
44,119,28
45,120,28
46,128,28
47,131,28
48,132,28
49,133,28
50,136,28
51,137,28
52,138,28
53,141,28
54,144,28
55,147,28
56,148,28
57,149,28
58,151,28
59,152,28
60,154,28
61,155,28
62,156,28
63,158,28
64,159,28
65,161,28
66,162,28
67,167,28
68,169,28
69,170,28
70,173,28
71,177,28
72,195,28
73,198,28
74,199,28
75,203,28
76,204,28
77,209,28
78,215,28
79,217,28
80,228,28
81,232,28
82,235,28
83,239,28
84,240,28
85,253,28
86,254,28
87,257,28
88,266,28
89,269,28
90,270,28
91,276,28
92,286,28
93,293,28
94,295,28
95,296,28
96,298,28
97,305,28
98,317,28
99,325,28
100,326,28
101,327,28
102,328,28
103,330,28
104,331,28
105,333,28
106,335,28
107,336,28
108,339,28
109,348,28
110,349,28
111,356,28
112,360,28
113,369,28
114,372,28
115,379,28
116,388,28
117,390,28
118,392,28
119,393,28
120,404,28
121,408,28
122,409,28
123,411,28
124,412,28
125,413,28
126,416,28
127,417,28
128,418,28
129,419,28
130,420,28
131,421,28
132,436,28
133,438,28
134,440,28
135,445,28
136,446,28
137,449,28
138,457,28
139,459,28
140,464,28
141,465,28
142,466,28
143,470,28
144,472,28
145,477,28
146,478,28
147,487,28
148,494,28
149,499,28
150,502,28
151,504,28
152,507,28
153,508,28
154,510,28
155,512,28
156,519,28
157,520,28
158,523,28
159,525,28
160,529,28
161,532,28
162,533,28
163,534,28
