,trackid,recordingId
0,0,23
1,2,23
2,4,23
3,14,23
4,15,23
5,16,23
6,17,23
7,18,23
8,19,23
9,20,23
10,21,23
11,22,23
12,23,23
13,24,23
14,25,23
15,26,23
16,27,23
17,28,23
18,29,23
19,30,23
20,41,23
21,45,23
22,58,23
23,62,23
24,67,23
25,69,23
26,76,23
27,79,23
28,85,23
29,86,23
30,87,23
31,95,23
32,103,23
33,104,23
34,111,23
35,112,23
36,113,23
37,122,23
38,123,23
39,126,23
40,127,23
41,129,23
42,130,23
43,132,23
44,142,23
45,148,23
46,151,23
47,152,23
48,155,23
49,158,23
50,167,23
51,172,23
52,176,23
53,177,23
54,179,23
55,184,23
56,187,23
57,189,23
58,192,23
59,194,23
60,197,23
61,202,23
62,204,23
63,206,23
64,208,23
65,209,23
66,215,23
67,218,23
68,220,23
69,224,23
70,230,23
71,233,23
72,236,23
73,238,23
74,245,23
75,250,23
76,251,23
77,252,23
78,254,23
79,260,23
80,266,23
81,269,23
82,270,23
83,278,23
84,282,23
85,289,23
86,302,23
87,307,23
88,309,23
89,310,23
90,312,23
91,313,23
92,314,23
93,317,23
94,320,23
95,322,23
96,324,23
97,325,23
98,326,23
99,331,23
100,333,23
101,344,23
102,354,23
103,366,23
104,379,23
105,381,23
106,382,23
107,396,23
108,401,23
109,403,23
110,407,23
111,414,23
112,415,23
113,421,23
114,422,23
115,424,23
116,425,23
117,426,23
118,436,23
119,446,23
120,447,23
121,449,23
122,450,23
123,456,23
124,458,23
125,460,23
126,464,23
127,467,23
128,469,23
129,473,23
130,476,23
131,492,23
132,495,23
133,497,23
134,501,23
135,503,23
136,504,23
137,505,23
138,518,23
139,521,23
140,522,23
141,524,23
142,535,23
143,537,23
144,538,23
145,545,23
146,546,23
147,548,23
148,550,23
149,556,23
